date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:26:23	15249/15249	---M-Z	200	added ('OK')	text/css	etag:W/%2239b8c1bddf258d55158dc841c033b54f%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/e4938a8d-3e15-481c-92b1-277d9a21c0ac_569/website.components.socialLinks.styles.css	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/e4938a8d-3e15-481c-92b1-277d9a21c0ac_569/website.components.socialLinks.styles	(from https://www.trustinitiative.org/)
09:26:25	183531/183531	---M--	200	added ('OK')	image/jpeg	etag:CMLc39jS5esCEAE=	https://images.squarespace-cdn.com/content/5b60db67c3c16aa19c8f234f/1533668261297-WEF4JWIG1V7UJZ9CO2TO/TRUST+Logo+3.001.jpeg?content-type=image%2Fjpeg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/5b60db67c3c16aa19c8f234f/1533668261297-WEF4JWIG1V7UJZ9CO2TO/TRUST+Logo+3.001ee8a.jpg	(from https://www.trustinitiative.org/)
09:26:28	927760/927760	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Jul%202026%2013:24:18%20GMT	https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/sitece97.css	(from https://www.trustinitiative.org/)
09:26:39	747729/747729	---M-Z	200	added ('OK')	text/javascript	etag:%223d289b54e827ec2858aa8deebc54ec8e%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-6de08c3fd3fe285e-min.en-US.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/scripts-compressed/common-vendors-6de08c3fd3fe285e-min.en-US.js	(from https://www.trustinitiative.org/)
09:26:40	12636/12636	---M-Z	200	added ('OK')	application/javascript	etag:W/%22121debc337a5c9132a7204c266b4b5a2%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.horizontalrule/f10135b1-4846-4776-a692-4608e00689e4_158/website.components.horizontalrule.visitor.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.horizontalrule/f10135b1-4846-4776-a692-4608e00689e4_158/website.components.horizontalrule.v	(from https://www.trustinitiative.org/)
09:26:41	8459/8459	---M--	200	added ('OK')	image/svg+xml	etag:W/%226cf8c07b58f68204641079c1a2030803%22	https://www.trustinitiative.org/assets/ui-icons.svg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/assets/ui-icons.svg	(from https://www.trustinitiative.org/)
09:26:42	13771/13771	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f6cbb4beadabcafb67cda09c7edb89fa%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/e4938a8d-3e15-481c-92b1-277d9a21c0ac_569/website.components.socialLinks.visitor.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/e4938a8d-3e15-481c-92b1-277d9a21c0ac_569/website.components.socialLinks.visitor	(from https://www.trustinitiative.org/)
09:26:45	70216/70216	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2013:24:37%20GMT	https://www.trustinitiative.org/search	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/search.html	(from https://www.trustinitiative.org/)
09:26:49	78243/78243	---MCZ	200	added ('OK')	text/html	etag:W/%22494695583dee3e94e1055120ab564a6d--gzip%22	https://www.trustinitiative.org/projects	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/projects.html	(from https://www.trustinitiative.org/)
09:26:50	106694/106694	---M-Z	200	added ('OK')	text/html	etag:W/%22d22cc9a43fa6d5856dc93fc67057ff44--gzip%22	https://www.trustinitiative.org/team	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/team.html	(from https://www.trustinitiative.org/)
09:26:54	79746/79746	---MCZ	200	added ('OK')	text/html	etag:W/%2277106dc0938857976c125fc777c31298--gzip%22	https://www.trustinitiative.org/resources	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/resources.html	(from https://www.trustinitiative.org/)
09:26:55	1118640/1118640	---M-Z	200	added ('OK')	text/javascript	etag:%226892ecc2a6741074c32ed587e8152985%22	http://assets.squarespace.com/universal/scripts-compressed/common-3c86f6f596d35fbd-min.en-US.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/scripts-compressed/common-3c86f6f596d35fbd-min.en-US.js	(from https://www.trustinitiative.org/)
09:26:57	272724/272724	---M--	200	added ('OK')	image/jpeg	etag:CJzT09jS5esCEAE=	http://images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535037550845-854BUG6LCERDKUK7DQRS/fullsizeoutput_7.jpeg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535037550845-854BUG6LCERDKUK7DQRS/fullsizeoutput_7.jpg	(from https://www.trustinitiative.org/)
09:26:57	72779/72779	---M-Z	200	added ('OK')	text/html	etag:W/%22653e306ba77d927cf4cf3186beaf5fb9%22	https://www.trustinitiative.org/contact-us	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/contact-us.html	(from https://www.trustinitiative.org/)
09:26:57	108/108	---M--	200	added ('OK')	text/css	etag:%22826ed6ff557f2b21c609169dd0feba26%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.horizontalrule/f10135b1-4846-4776-a692-4608e00689e4_158/website.components.horizontalrule.styles.css	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.horizontalrule/f10135b1-4846-4776-a692-4608e00689e4_158/website.components.horizontalrule.s	(from https://www.trustinitiative.org/)
09:26:58	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/home-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/home-impact.19.delayed	(from https://www.trustinitiative.org/)
09:26:58	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/mission-index-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/mission-index-impact.1a.delayed	(from https://www.trustinitiative.org/)
09:26:59	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/partners-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/partners-impact.1b.delayed	(from https://www.trustinitiative.org/)
09:26:59	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/impact-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/impact-impact.1c.delayed	(from https://www.trustinitiative.org/)
09:27:00	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/programs-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/programs-impact.1d.delayed	(from https://www.trustinitiative.org/)
09:27:01	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/press-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/press-impact.1e.delayed	(from https://www.trustinitiative.org/)
09:27:01	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/blog-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/blog-impact.1f.delayed	(from https://www.trustinitiative.org/)
09:27:02	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/volunteer-index-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/volunteer-index-impact.20.delayed	(from https://www.trustinitiative.org/)
09:27:03	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/contact-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/contact-impact.21.delayed	(from https://www.trustinitiative.org/)
09:27:03	69913/69913	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222664cc3f67efa9c56c84ed744c2d091f%22	https://www.trustinitiative.org/donate-index-impact	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/www.trustinitiative.org/donate-index-impact.22.delayed	(from https://www.trustinitiative.org/)
09:27:04	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:04	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:05	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:05	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:06	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:06	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:06	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:06	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:06	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:06	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:07	146434/146434	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Jul%202026%2013:24:58%20GMT	https://static1.squarespace.com/static/ta/55f0a9b0e4b0f3eb70352f6d/359/scripts/site-bundle.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/static/ta/55f0a9b0e4b0f3eb70352f6d/359/scripts/site-bundle.js	(from https://www.trustinitiative.org/)
09:27:07	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:07	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:07	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:07	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:08	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:08	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:08	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Jul%202026%2013:25:03%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:08	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:09	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Jul%202026%2013:25:03%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.36.delayed	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:09	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:09	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Jul%202026%2013:25:04%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
